price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,,year_built,year_renovated,city,country
4620000,5680,3,1,2,yes,yes,no,no,yes,1,no,semi-furnished,,2008,0,Seattle,USA
4620000,2870,2,1,2,yes,yes,yes,no,no,0,yes,semi-furnished,,1972,0,Snoqualmie,USA
4620000,5010,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,,1979,2014,Redmond,USA
4613000,4510,4,2,2,yes,no,yes,no,no,0,no,semi-furnished,,1960,2001,Algona,USA
4585000,4000,3,1,2,yes,no,no,no,no,1,no,furnished,,1912,2000,Seattle,USA
4585000,3840,3,1,2,yes,no,no,no,no,1,yes,semi-furnished,,1988,2000,Renton,USA
4550000,3760,3,1,1,yes,no,no,no,no,2,no,semi-furnished,,1941,0,Seattle,USA
4550000,3640,3,1,2,yes,no,no,no,yes,0,no,furnished,,2007,0,Burien,USA
4550000,2550,3,1,2,yes,no,yes,no,no,0,no,furnished,,2012,1912,Seattle,USA
4550000,5320,3,1,2,yes,yes,yes,no,no,0,yes,semi-furnished,,2005,0,Seattle,USA
4550000,5360,3,1,2,yes,no,no,no,no,2,yes,unfurnished,,2007,0,Seattle,USA
4550000,3520,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,,2011,0,Kenmore,USA
4550000,8400,4,1,4,yes,no,no,no,no,3,no,unfurnished,,2008,0,Seattle,USA
4543000,4100,2,2,1,yes,yes,yes,no,no,0,no,semi-furnished,,2010,0,Seattle,USA
4543000,4990,4,2,2,yes,yes,yes,no,no,0,yes,furnished,,1989,0,Woodinville,USA
4515000,3510,3,1,3,yes,no,no,no,no,0,no,semi-furnished,,1972,0,Renton,USA
4515000,3450,3,1,2,yes,no,yes,no,no,1,no,semi-furnished,,2013,1923,Renton,USA
4515000,9860,3,1,1,yes,no,no,no,no,0,no,semi-furnished,,1996,0,Issaquah,USA
4515000,3520,2,1,2,yes,no,no,no,no,0,yes,furnished,,1926,0,Seattle,USA
4480000,4510,4,1,2,yes,no,no,no,yes,2,no,semi-furnished,,1983,0,Auburn,USA
4480000,5885,2,1,1,yes,no,no,no,yes,1,no,unfurnished,,2003,0,Covington,USA
4480000,4000,3,1,2,yes,no,no,no,no,2,no,furnished,,1984,0,Vashon,USA
4480000,8250,3,1,1,yes,no,no,no,no,0,no,furnished,,1976,1992,Woodinville,USA
4480000,4040,3,1,2,yes,no,no,no,no,1,no,semi-furnished,,1976,0,Sammamish,USA
4473000,6360,2,1,1,yes,no,yes,no,yes,1,no,furnished,,1988,2000,Federal Way,USA
4473000,3162,3,1,2,yes,no,no,no,yes,1,no,furnished,,1912,1989,Renton,USA
4473000,3510,3,1,2,yes,no,no,no,no,0,no,semi-furnished,,1989,0,Issaquah,USA
4445000,3750,2,1,1,yes,yes,yes,no,no,0,no,semi-furnished,,1984,0,Lake Forest Park,USA
4410000,3968,3,1,2,no,no,no,no,no,0,no,semi-furnished,,1928,0,Seattle,USA
4410000,4900,2,1,2,yes,no,yes,no,no,0,no,semi-furnished,,1959,0,Seattle,USA
4403000,2880,3,1,2,yes,no,no,no,no,0,yes,semi-furnished,,2001,0,Sammamish,USA
4403000,4880,3,1,1,yes,no,no,no,no,2,yes,unfurnished,,1950,2005,Seattle,USA
4403000,4920,3,1,2,yes,no,no,no,no,1,no,semi-furnished,,1922,2013,Fall City,USA
4382000,4950,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,,2003,0,Issaquah,USA
4375000,3900,3,1,2,yes,no,no,no,no,0,no,unfurnished,,1910,0,Seattle,USA
4340000,4500,3,2,3,yes,no,no,yes,no,1,no,furnished,,1999,0,Snoqualmie,USA
4340000,1905,5,1,2,no,no,yes,no,no,0,no,semi-furnished,,1973,0,Kirkland,USA
4340000,4075,3,1,1,yes,yes,yes,no,no,2,no,semi-furnished,,1953,0,Seattle,USA
4340000,3500,4,1,2,yes,no,no,no,no,2,no,furnished,,1977,2004,Renton,USA
4340000,6450,4,1,2,yes,no,no,no,no,0,no,semi-furnished,,2005,0,Seattle,USA
4319000,4032,2,1,1,yes,no,yes,no,no,0,no,furnished,,1962,0,Bellevue,USA
4305000,4400,2,1,1,yes,no,no,no,no,1,no,semi-furnished,,1977,0,Auburn,USA
4305000,10360,2,1,1,yes,no,no,no,no,1,yes,semi-furnished,,1969,0,Federal Way,USA
4277000,3400,3,1,2,yes,no,yes,no,no,2,yes,semi-furnished,,1959,0,Kent,USA
4270000,6360,2,1,1,yes,no,no,no,no,0,no,furnished,,1996,0,Woodinville,USA
4270000,6360,2,1,2,yes,no,no,no,no,0,no,unfurnished,,1926,0,Seattle,USA
4270000,4500,2,1,1,yes,no,no,no,yes,2,no,furnished,,2006,0,Algona,USA
4270000,2175,3,1,2,no,yes,yes,no,yes,0,no,unfurnished,,1976,1992,Issaquah,USA
4270000,4360,4,1,2,yes,no,no,no,no,0,no,furnished,,1998,2006,Kenmore,USA
4270000,7770,2,1,1,yes,no,no,no,no,1,no,furnished,,1905,0,Seattle,USA
4235000,6650,3,1,2,yes,yes,no,no,no,0,no,semi-furnished,,1919,1996,Seattle,USA
4235000,2787,3,1,1,yes,no,yes,no,no,0,yes,furnished,,1963,0,Kent,USA
4200000,5500,3,1,2,yes,no,no,no,yes,0,no,unfurnished,,1993,0,Woodinville,USA
4200000,5040,3,1,2,yes,no,yes,no,yes,0,no,unfurnished,,1984,0,Kent,USA
4200000,5850,2,1,1,yes,yes,yes,no,no,2,no,semi-furnished,,1980,0,Redmond,USA
4200000,2610,4,3,2,no,no,no,no,no,0,no,semi-furnished,,1963,0,Bellevue,USA
4200000,2953,3,1,2,yes,no,yes,no,yes,0,no,unfurnished,,2001,0,Redmond,USA
4200000,2747,4,2,2,no,no,no,no,no,0,no,semi-furnished,,1968,0,Auburn,USA
4200000,4410,2,1,1,no,no,no,no,no,1,no,unfurnished,,1977,0,Renton,USA
4200000,4000,4,2,2,no,no,no,no,no,0,no,semi-furnished,,2007,0,Seattle,USA
4200000,2325,3,1,2,no,no,no,no,no,0,no,semi-furnished,,1987,0,Sammamish,USA
4200000,4600,3,2,2,yes,no,no,no,yes,1,no,semi-furnished,,1956,0,Burien,USA
4200000,3640,3,2,2,yes,no,yes,no,no,0,no,unfurnished,,1956,2001,Renton,USA
4200000,5800,3,1,1,yes,no,no,yes,no,2,no,semi-furnished,,2003,0,Renton,USA
4200000,7000,3,1,1,yes,no,no,no,no,3,no,furnished,,1940,1996,Seattle,USA
4200000,4079,3,1,3,yes,no,no,no,no,0,no,semi-furnished,,1977,2004,Black Diamond,USA
4200000,3520,3,1,2,yes,no,no,no,no,0,yes,semi-furnished,,1962,2003,North Bend,USA
4200000,2145,3,1,3,yes,no,no,no,no,1,yes,unfurnished,,1979,2014,Bellevue,USA
4200000,4500,3,1,1,yes,no,yes,no,no,0,no,furnished,,1999,0,Sammamish,USA
4193000,8250,3,1,1,yes,no,yes,no,no,3,no,semi-furnished,,1978,2000,Bellevue,USA
4193000,3450,3,1,2,yes,no,no,no,no,1,no,semi-furnished,,1987,2000,Redmond,USA
4165000,4840,3,1,2,yes,no,no,no,no,1,no,semi-furnished,,1976,0,Ravensdale,USA
4165000,4080,3,1,2,yes,no,no,no,no,2,no,semi-furnished,,1992,0,Ravensdale,USA
4165000,4046,3,1,2,yes,no,yes,no,no,1,no,semi-furnished,,1947,2012,Seattle,USA
4130000,4632,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,,1968,0,Federal Way,USA
4130000,5985,3,1,1,yes,no,yes,no,no,0,no,semi-furnished,,1979,0,Duvall,USA
4123000,6060,2,1,1,yes,no,yes,no,no,1,no,semi-furnished,,1992,0,Maple Valley,USA
4098500,3600,3,1,1,yes,no,yes,no,yes,0,yes,furnished,,1969,0,Renton,USA
4095000,3680,3,2,2,yes,no,no,no,no,0,no,semi-furnished,,1987,2000,Mercer Island,USA
4095000,4040,2,1,2,yes,no,no,no,no,1,no,semi-furnished,,1925,1992,Seattle,USA
4095000,5600,2,1,1,yes,no,no,no,yes,0,no,semi-furnished,,1982,2011,Woodinville,USA
4060000,5900,4,2,2,no,no,yes,no,no,1,no,unfurnished,,1940,1996,Seattle,USA
4060000,4992,3,2,2,yes,no,no,no,no,2,no,unfurnished,,1980,0,Renton,USA
4060000,4340,3,1,1,yes,no,no,no,no,0,no,semi-furnished,,2006,0,Seattle,USA
4060000,3000,4,1,3,yes,no,yes,no,yes,2,no,semi-furnished,,2012,1912,Kenmore,USA
4060000,4320,3,1,2,yes,no,no,no,no,2,yes,furnished,,2004,2003,Seattle,USA
4025000,3630,3,2,2,yes,no,no,yes,no,2,no,semi-furnished,,2008,0,Seattle,USA
4025000,3460,3,2,1,yes,no,yes,no,yes,1,no,furnished,,2007,0,Carnation,USA
4025000,5400,3,1,1,yes,no,no,no,no,3,no,semi-furnished,,2010,0,Issaquah,USA
4007500,4500,3,1,2,no,no,yes,no,yes,0,no,semi-furnished,,2007,0,Seattle,USA
4007500,3460,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,,1979,0,Seattle,USA
3990000,4100,4,1,1,no,no,yes,no,no,0,no,unfurnished,,2003,0,Maple Valley,USA
3990000,6480,3,1,2,no,no,no,no,yes,1,no,semi-furnished,,1921,2007,Seattle,USA
3990000,4500,3,2,2,no,no,yes,no,yes,0,no,semi-furnished,,1962,2003,Kent,USA
3990000,3960,3,1,2,yes,no,no,no,no,0,no,furnished,,2006,0,Seattle,USA
3990000,4050,2,1,2,yes,yes,yes,no,no,0,yes,unfurnished,,1902,0,Seattle,USA
3920000,7260,3,2,1,yes,yes,yes,no,no,3,no,furnished,,2007,0,Seattle,USA
3920000,5500,4,1,2,yes,yes,yes,no,no,0,no,semi-furnished,,2001,0,Redmond,USA
3920000,3000,3,1,2,yes,no,no,no,no,0,no,semi-furnished,,1995,0,Seattle,USA
3920000,3290,2,1,1,yes,no,no,yes,no,1,no,furnished,,2014,0,Issaquah,USA
3920000,3816,2,1,1,yes,no,yes,no,yes,2,no,furnished,,1953,0,Clyde Hill,USA
3920000,8080,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,,2004,2003,Seattle,USA
3920000,2145,4,2,1,yes,no,yes,no,no,0,yes,unfurnished,,1952,0,Shoreline,USA
3885000,3780,2,1,2,yes,yes,yes,no,no,0,no,semi-furnished,,1941,0,Seattle,USA
3885000,3180,4,2,2,yes,no,no,no,no,0,no,furnished,,1928,0,Mercer Island,USA
3850000,5300,5,2,2,yes,no,no,no,no,0,no,semi-furnished,,1986,0,Auburn,USA
3850000,3180,2,2,1,yes,no,yes,no,no,2,no,semi-furnished,,1978,0,Bellevue,USA
3850000,7152,3,1,2,yes,no,no,no,yes,0,no,furnished,,1910,2006,Seattle,USA
3850000,4080,2,1,1,yes,no,no,no,no,0,no,semi-furnished,,1975,0,Bellevue,USA
3850000,3850,2,1,1,yes,no,no,no,no,0,no,semi-furnished,,1928,1970,Mercer Island,USA
3850000,2015,3,1,2,yes,no,yes,no,no,0,yes,semi-furnished,,1990,2009,Duvall,USA
3850000,2176,2,1,2,yes,yes,no,no,no,0,yes,semi-furnished,,1906,1990,Seattle,USA
3836000,3350,3,1,2,yes,no,no,no,no,0,no,unfurnished,,2000,0,Bellevue,USA
3815000,3150,2,2,1,no,no,yes,no,no,0,no,semi-furnished,,1951,1994,Seattle,USA
3780000,4820,3,1,2,yes,no,no,no,no,0,no,semi-furnished,,2004,2003,Seattle,USA
3780000,3420,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,,2004,2003,Seattle,USA
3780000,3600,2,1,1,yes,no,no,no,no,0,no,semi-furnished,,1987,2000,Maple Valley,USA
3780000,5830,2,1,1,yes,no,no,no,no,2,no,unfurnished,,1943,0,Seattle,USA
3780000,2856,3,1,3,yes,no,no,no,no,0,yes,furnished,,1954,1983,Seattle,USA
3780000,8400,2,1,1,yes,no,no,no,no,1,no,furnished,,1966,0,Renton,USA
3773000,8250,3,1,1,yes,no,no,no,no,2,no,furnished,,1999,0,Sammamish,USA
3773000,2520,5,2,1,no,no,yes,no,yes,1,no,furnished,,2003,0,Woodinville,USA
3773000,6930,4,1,2,no,no,no,no,no,1,no,furnished,,1961,2001,Auburn,USA
3745000,3480,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,,2004,2003,Renton,USA
3710000,3600,3,1,1,yes,no,no,no,no,1,no,unfurnished,,2004,2003,Seattle,USA
3710000,4040,2,1,1,yes,no,no,no,no,0,no,semi-furnished,,1980,0,Kirkland,USA
3710000,6020,3,1,1,yes,no,no,no,no,0,no,semi-furnished,,1954,2014,Seattle,USA
3710000,4050,2,1,1,yes,no,no,no,no,0,no,furnished,,1941,1994,Seattle,USA
3710000,3584,2,1,1,yes,no,no,yes,no,0,no,semi-furnished,,2004,2003,Redmond,USA
3703000,3120,3,1,2,no,no,yes,yes,no,0,no,semi-furnished,,2013,1923,Burien,USA
3703000,5450,2,1,1,yes,no,no,no,no,0,no,furnished,,1956,0,Kirkland,USA
3675000,3630,2,1,1,yes,no,yes,no,no,0,no,furnished,,1961,2001,Mercer Island,USA
3675000,3630,2,1,1,yes,no,no,no,yes,0,no,unfurnished,,1968,0,Mercer Island,USA
3675000,5640,2,1,1,no,no,no,no,no,0,no,semi-furnished,,1986,0,Maple Valley,USA
3675000,3600,2,1,1,yes,no,no,no,no,0,no,furnished,,2007,0,Seattle,USA
3640000,4280,2,1,1,yes,no,no,no,yes,2,no,semi-furnished,,1969,0,Kent,USA
3640000,3570,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,,2008,0,Redmond,USA
3640000,3180,3,1,2,no,no,yes,no,no,0,no,semi-furnished,,1910,0,Seattle,USA
3640000,3000,2,1,2,yes,no,no,no,yes,0,no,furnished,,1955,2009,Shoreline,USA
3640000,3520,2,2,1,yes,no,yes,no,no,0,no,semi-furnished,,1989,0,Issaquah,USA
3640000,5960,3,1,2,yes,yes,yes,no,no,0,no,unfurnished,,2003,0,Issaquah,USA
3640000,4130,3,2,2,yes,no,no,no,no,2,no,semi-furnished,,1951,1994,Seattle,USA
3640000,2850,3,2,2,no,no,yes,no,no,0,yes,unfurnished,,1922,1956,Seattle,USA
3640000,2275,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished,,1968,1997,Woodinville,USA
3633000,3520,3,1,1,yes,no,no,no,no,2,yes,unfurnished,,1917,0,Burien,USA
3605000,4500,2,1,1,yes,no,no,no,no,0,no,semi-furnished,,1959,1989,Federal Way,USA
3605000,4000,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,,1930,0,Seattle,USA
3570000,3150,3,1,2,yes,no,yes,no,no,0,no,furnished,,2009,0,Redmond,USA
3570000,4500,4,2,2,yes,no,yes,no,no,2,no,furnished,,1953,0,Normandy Park,USA
3570000,4500,2,1,1,no,no,no,no,no,0,no,furnished,,1962,0,Seattle,USA
3570000,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished,,1918,0,Seattle,USA
3535000,3850,3,1,1,yes,no,no,no,no,2,no,unfurnished,,1963,0,Clyde Hill,USA
3500000,4240,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,,1936,0,Seattle,USA
3500000,3650,3,1,2,yes,no,no,no,no,0,no,unfurnished,,1975,0,Seattle,USA
3500000,4600,4,1,2,yes,no,no,no,no,0,no,semi-furnished,,1978,0,Kirkland,USA
3500000,2135,3,2,2,no,no,no,no,no,0,no,unfurnished,,1945,0,Maple Valley,USA
3500000,3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,,1992,0,Bellevue,USA
3500000,3990,3,1,2,yes,no,no,no,no,0,no,semi-furnished,,1941,0,Burien,USA
3500000,7424,3,1,1,no,no,no,no,no,0,no,unfurnished,,1964,0,Seattle,USA
3500000,3480,3,1,1,no,no,no,no,yes,0,no,unfurnished,,1928,1970,Seattle,USA
3500000,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished,,1976,0,Mercer Island,USA
3500000,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished,,1919,1990,Vashon,USA
3500000,5900,2,1,1,yes,no,no,no,no,1,no,furnished,,1911,1981,Seattle,USA
3500000,3120,3,1,2,yes,no,no,no,no,1,no,unfurnished,,2012,1912,Bellevue,USA
3500000,7350,2,1,1,yes,no,no,no,no,1,no,semi-furnished,,2005,0,Seattle,USA
3500000,3512,2,1,1,yes,no,no,no,no,1,yes,unfurnished,,2009,0,Seattle,USA
3500000,9500,3,1,2,yes,no,no,no,no,3,yes,unfurnished,,2010,0,Seattle,USA
3500000,5880,2,1,1,yes,no,no,no,no,0,no,unfurnished,,2014,0,Redmond,USA
3500000,12944,3,1,1,yes,no,no,no,no,0,no,unfurnished,,2010,0,Maple Valley,USA
3493000,4900,3,1,2,no,no,no,no,no,0,no,unfurnished,,2008,0,Kirkland,USA
3465000,3060,3,1,1,yes,no,no,no,no,0,no,unfurnished,,2001,0,Renton,USA
3465000,5320,2,1,1,yes,no,no,no,no,1,yes,unfurnished,,2013,1923,Redmond,USA
3465000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,,2009,0,Seattle,USA
3430000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,,1993,0,Sammamish,USA
3430000,3185,2,1,1,yes,no,no,no,no,2,no,unfurnished,,1976,0,Woodinville,USA
3430000,3850,3,1,1,yes,no,no,no,no,0,no,unfurnished,,2007,0,Issaquah,USA
3430000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,,1977,2004,Kenmore,USA
3430000,2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished,,1972,0,Federal Way,USA
3430000,1950,3,2,2,yes,no,yes,no,no,0,yes,unfurnished,,2006,0,Redmond,USA
3423000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,,1954,1979,Shoreline,USA
3395000,4785,3,1,2,yes,yes,yes,no,yes,1,no,furnished,,1981,0,Renton,USA
3395000,3450,3,1,1,yes,no,yes,no,no,2,no,unfurnished,,2006,0,Kent,USA
3395000,3640,2,1,1,yes,no,no,no,no,0,no,furnished,,1994,0,Seattle,USA
3360000,3500,4,1,2,yes,no,no,no,yes,2,no,unfurnished,,2003,0,Issaquah,USA
3360000,4960,4,1,3,no,no,no,no,no,0,no,semi-furnished,,1956,0,Bellevue,USA
3360000,4120,2,1,2,yes,no,no,no,no,0,no,unfurnished,,1957,2001,Bellevue,USA
3360000,4750,2,1,1,yes,no,no,no,no,0,no,unfurnished,,1958,2004,Seattle,USA
3360000,3720,2,1,1,no,no,no,no,yes,0,no,unfurnished,,1963,0,Redmond,USA
3360000,3750,3,1,1,yes,no,no,no,no,0,no,unfurnished,,1962,2003,Seattle,USA
3360000,3100,3,1,2,no,no,yes,no,no,0,no,semi-furnished,,1911,1984,Seattle,USA
3360000,3185,2,1,1,yes,no,yes,no,no,2,no,furnished,,1969,0,Yarrow Point,USA
3353000,2700,3,1,1,no,no,no,no,no,0,no,furnished,,1967,2011,Kent,USA
3332000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,,1987,0,Duvall,USA
3325000,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished,,1906,2014,Seattle,USA
3325000,4775,4,1,2,yes,no,no,no,no,0,no,unfurnished,,1942,1982,Auburn,USA
3290000,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished,,1922,1956,Seattle,USA
3290000,3180,4,1,2,yes,no,yes,no,yes,0,no,unfurnished,,1975,0,Bellevue,USA
3290000,6060,3,1,1,yes,yes,yes,no,no,0,no,furnished,,2004,2003,Renton,USA
3290000,3480,4,1,2,no,no,no,no,no,1,no,semi-furnished,,1951,1999,Seattle,USA
3290000,3792,4,1,2,yes,no,no,no,no,0,no,semi-furnished,,1927,0,Seattle,USA
3290000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,,1943,2002,Seattle,USA
3290000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,,1970,2014,Seattle,USA
3290000,5880,3,1,1,yes,no,no,no,no,1,no,unfurnished,,1975,0,Bellevue,USA
3255000,4500,2,1,1,no,no,no,no,no,0,no,semi-furnished,,1959,0,Shoreline,USA
3255000,3930,2,1,1,no,no,no,no,no,0,no,unfurnished,,2003,0,Sammamish,USA
3234000,3640,4,1,2,yes,no,yes,no,no,0,no,unfurnished,,1977,2004,Vashon,USA
3220000,4370,3,1,2,yes,no,no,no,no,0,no,unfurnished,,1977,0,Woodinville,USA
3220000,2684,2,1,1,yes,no,no,no,yes,1,no,unfurnished,,1923,0,Seattle,USA
3220000,4320,3,1,1,no,no,no,no,no,1,no,unfurnished,,1956,2001,Seattle,USA
3220000,3120,3,1,2,no,no,no,no,no,0,no,furnished,,1939,1969,SeaTac,USA
3150000,3450,1,1,1,yes,no,no,no,no,0,no,furnished,,1947,2012,Seattle,USA
3150000,3986,2,2,1,no,yes,yes,no,no,1,no,unfurnished,,1968,1997,Kirkland,USA
3150000,3500,2,1,1,no,no,yes,no,no,0,no,semi-furnished,,1931,0,Seattle,USA
3150000,4095,2,1,1,yes,no,no,no,no,2,no,semi-furnished,,1943,2002,Seattle,USA
3150000,1650,3,1,2,no,no,yes,no,no,0,no,unfurnished,,1973,2013,Kirkland,USA
3150000,3450,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,,1986,0,Bellevue,USA
3150000,6750,2,1,1,yes,no,no,no,no,0,no,semi-furnished,,2006,0,Newcastle,USA
3150000,9000,3,1,2,yes,no,no,no,no,2,no,semi-furnished,,2000,0,Bellevue,USA
3150000,3069,2,1,1,yes,no,no,no,no,1,no,unfurnished,,1967,0,Mercer Island,USA
3143000,4500,3,1,2,yes,no,no,no,yes,0,no,unfurnished,,1951,0,Shoreline,USA
3129000,5495,3,1,1,yes,no,yes,no,no,0,no,unfurnished,,1944,0,Seattle,USA
3118850,2398,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,,1968,0,Redmond,USA
3115000,3000,3,1,1,no,no,no,no,yes,0,no,unfurnished,,1909,2004,Seattle,USA
3115000,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,,1905,0,Seattle,USA
3115000,3500,2,1,1,yes,no,no,no,no,0,no,unfurnished,,2010,0,Seattle,USA
3087000,8100,2,1,1,yes,no,no,no,no,1,no,unfurnished,,1978,2000,Covington,USA
3080000,4960,2,1,1,yes,no,yes,no,yes,0,no,unfurnished,,1958,1972,Bellevue,USA
3080000,2160,3,1,2,no,no,yes,no,no,0,no,semi-furnished,,1969,0,Bellevue,USA
3080000,3090,2,1,1,yes,yes,yes,no,no,0,no,unfurnished,,1964,2000,Bellevue,USA
3080000,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,,1982,0,Mercer Island,USA
3045000,3800,2,1,1,yes,no,no,no,no,0,no,unfurnished,,1973,0,Burien,USA
3010000,3090,3,1,2,no,no,no,no,no,0,no,semi-furnished,,1953,1983,Normandy Park,USA
3010000,3240,3,1,2,yes,no,no,no,no,2,no,semi-furnished,,2001,0,Mercer Island,USA
3010000,2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished,,1910,2006,Seattle,USA
3010000,4600,2,1,1,yes,no,no,no,no,0,no,furnished,,1956,2001,Lake Forest Park,USA
3010000,5076,3,1,1,no,no,no,no,no,0,no,unfurnished,,1925,2002,Seattle,USA
3010000,3750,3,1,2,yes,no,no,no,no,0,no,unfurnished,,1990,2009,Auburn,USA
3010000,3630,4,1,2,yes,no,no,no,no,3,no,semi-furnished,,1989,0,Mercer Island,USA
3003000,8050,2,1,1,yes,no,no,no,no,0,no,unfurnished,,1963,2008,Auburn,USA
2975000,4352,4,1,2,no,no,no,no,no,1,no,unfurnished,,1968,0,Woodinville,USA
