price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,,year_built,year_renovated,city,country
,,,,,,,,,,,,,,1943,0,Renton,USA
,,,,,,,,,,,,,,2007,0,Snoqualmie,USA
,,,,,,,,,,,,,,2005,0,Sammamish,USA
,,,,,,,,,,,,,,1984,0,SeaTac,USA
,,,,,,,,,,,,,,1991,0,Enumclaw,USA
,,,,,,,,,,,,,,1981,2013,Redmond,USA
,,,,,,,,,,,,,,2003,0,Maple Valley,USA
,,,,,,,,,,,,,,1955,0,Shoreline,USA
,,,,,,,,,,,,,,1960,2012,Seattle,USA
,,,,,,,,,,,,,,1976,1992,Duvall,USA
,,,,,,,,,,,,,,1989,0,Woodinville,USA
,,,,,,,,,,,,,,2001,0,Shoreline,USA
,,,,,,,,,,,,,,2009,0,Renton,USA
,,,,,,,,,,,,,,1972,2002,Auburn,USA
,,,,,,,,,,,,,,1956,0,Kenmore,USA
,,,,,,,,,,,,,,1942,1982,Seattle,USA
,,,,,,,,,,,,,,1978,0,Seattle,USA
,,,,,,,,,,,,,,1924,0,Seattle,USA
,,,,,,,,,,,,,,2004,2003,Seattle,USA
,,,,,,,,,,,,,,1942,1999,Seattle,USA
,,,,,,,,,,,,,,1954,2005,Seattle,USA
,,,,,,,,,,,,,,1961,2001,Kenmore,USA
,,,,,,,,,,,,,,1954,2005,Shoreline,USA
,,,,,,,,,,,,,,1921,2006,Seattle,USA
,,,,,,,,,,,,,,1913,2014,Seattle,USA
,,,,,,,,,,,,,,1983,0,Issaquah,USA
,,,,,,,,,,,,,,1983,0,Kent,USA
,,,,,,,,,,,,,,1973,2013,Kirkland,USA
,,,,,,,,,,,,,,1970,2014,Woodinville,USA
,,,,,,,,,,,,,,1918,0,Seattle,USA
,,,,,,,,,,,,,,1927,0,Seattle,USA
,,,,,,,,,,,,,,2004,2003,Sammamish,USA
,,,,,,,,,,,,,,1940,0,Seattle,USA
,,,,,,,,,,,,,,1952,2013,Kirkland,USA
,,,,,,,,,,,,,,1978,0,Bellevue,USA
,,,,,,,,,,,,,,1949,1985,Shoreline,USA
,,,,,,,,,,,,,,1979,2014,Renton,USA
,,,,,,,,,,,,,,1951,0,Seattle,USA
,,,,,,,,,,,,,,2000,0,Mercer Island,USA
,,,,,,,,,,,,,,2003,0,Pacific,USA
,,,,,,,,,,,,,,1902,0,Seattle,USA
,,,,,,,,,,,,,,1983,0,Kent,USA
,,,,,,,,,,,,,,1941,1998,Kent,USA
,,,,,,,,,,,,,,1925,0,Seattle,USA
,,,,,,,,,,,,,,1962,0,Kenmore,USA
,,,,,,,,,,,,,,2005,0,Renton,USA
,,,,,,,,,,,,,,2004,2003,Seattle,USA
,,,,,,,,,,,,,,1964,2000,Shoreline,USA
,,,,,,,,,,,,,,1937,2009,Seattle,USA
,,,,,,,,,,,,,,1951,1994,Seattle,USA
,,,,,,,,,,,,,,1940,2003,Seattle,USA
,,,,,,,,,,,,,,1926,0,Seattle,USA
,,,,,,,,,,,,,,1977,2004,Woodinville,USA
,,,,,,,,,,,,,,2001,0,Federal Way,USA
,,,,,,,,,,,,,,2004,2003,Kent,USA
,,,,,,,,,,,,,,1926,0,Seattle,USA
,,,,,,,,,,,,,,1978,0,Redmond,USA
,,,,,,,,,,,,,,1956,0,Bellevue,USA
,,,,,,,,,,,,,,2003,0,Tukwila,USA
,,,,,,,,,,,,,,1961,2004,Kirkland,USA
,,,,,,,,,,,,,,1955,0,Des Moines,USA
,,,,,,,,,,,,,,1999,0,Duvall,USA
,,,,,,,,,,,,,,1997,0,Mercer Island,USA
,,,,,,,,,,,,,,1991,0,Kirkland,USA
,,,,,,,,,,,,,,2014,0,Seattle,USA
,,,,,,,,,,,,,,1967,0,Kirkland,USA
,,,,,,,,,,,,,,1964,0,Seattle,USA
,,,,,,,,,,,,,,1984,0,Redmond,USA
,,,,,,,,,,,,,,1955,2005,Shoreline,USA
,,,,,,,,,,,,,,1928,1954,Seattle,USA
,,,,,,,,,,,,,,2001,0,Bellevue,USA
,,,,,,,,,,,,,,2002,0,Redmond,USA
,,,,,,,,,,,,,,1925,2006,Seattle,USA
,,,,,,,,,,,,,,2005,0,Seattle,USA
,,,,,,,,,,,,,,2003,0,Renton,USA
,,,,,,,,,,,,,,1994,0,Kent,USA
,,,,,,,,,,,,,,1971,0,Burien,USA
,,,,,,,,,,,,,,1951,1999,Seattle,USA
,,,,,,,,,,,,,,1965,1993,Seattle,USA
,,,,,,,,,,,,,,1985,0,Seattle,USA
,,,,,,,,,,,,,,1977,2004,Issaquah,USA
,,,,,,,,,,,,,,1932,2002,Seattle,USA
,,,,,,,,,,,,,,1948,1985,Shoreline,USA
,,,,,,,,,,,,,,1979,2014,Redmond,USA
,,,,,,,,,,,,,,1972,0,Kirkland,USA
,,,,,,,,,,,,,,1940,2001,Seattle,USA
,,,,,,,,,,,,,,1968,0,Renton,USA
,,,,,,,,,,,,,,1943,2002,Seattle,USA
,,,,,,,,,,,,,,2005,0,Sammamish,USA
,,,,,,,,,,,,,,1988,2000,Issaquah,USA
,,,,,,,,,,,,,,1987,2000,Covington,USA
,,,,,,,,,,,,,,1998,2006,Snoqualmie,USA
,,,,,,,,,,,,,,1964,0,Mercer Island,USA
,,,,,,,,,,,,,,2003,0,Maple Valley,USA
,,,,,,,,,,,,,,1921,2013,Seattle,USA
,,,,,,,,,,,,,,1910,2006,Seattle,USA
,,,,,,,,,,,,,,1942,1999,Seattle,USA
,,,,,,,,,,,,,,1943,2002,Seattle,USA
,,,,,,,,,,,,,,1940,1996,Seattle,USA
,,,,,,,,,,,,,,1973,2013,Auburn,USA
,,,,,,,,,,,,,,1967,0,Burien,USA
,,,,,,,,,,,,,,1991,0,Vashon,USA
,,,,,,,,,,,,,,1985,0,Seattle,USA
,,,,,,,,,,,,,,2009,0,Redmond,USA
,,,,,,,,,,,,,,2009,0,Kirkland,USA
,,,,,,,,,,,,,,2014,0,Kirkland,USA
,,,,,,,,,,,,,,2014,0,Des Moines,USA
,,,,,,,,,,,,,,2006,0,Seattle,USA
,,,,,,,,,,,,,,2009,0,Seattle,USA
,,,,,,,,,,,,,,2009,0,Seattle,USA
,,,,,,,,,,,,,,2004,2003,Snoqualmie,USA
,,,,,,,,,,,,,,2009,0,Renton,USA
,,,,,,,,,,,,,,2005,0,Issaquah,USA
,,,,,,,,,,,,,,2013,1923,Seattle,USA
,,,,,,,,,,,,,,1927,0,Kenmore,USA
,,,,,,,,,,,,,,1933,0,Redmond,USA
,,,,,,,,,,,,,,1943,0,Burien,USA
,,,,,,,,,,,,,,1984,0,Redmond,USA
,,,,,,,,,,,,,,1993,0,Woodinville,USA
,,,,,,,,,,,,,,2007,0,Federal Way,USA
,,,,,,,,,,,,,,1950,1985,Mercer Island,USA
,,,,,,,,,,,,,,1963,2008,Kenmore,USA
,,,,,,,,,,,,,,1974,0,Issaquah,USA
,,,,,,,,,,,,,,1917,2014,Seattle,USA
,,,,,,,,,,,,,,2001,0,Seattle,USA
,,,,,,,,,,,,,,1952,0,Shoreline,USA
,,,,,,,,,,,,,,1923,0,Seattle,USA
,,,,,,,,,,,,,,1979,0,Auburn,USA
,,,,,,,,,,,,,,1943,0,Seattle,USA
,,,,,,,,,,,,,,1946,0,Seattle,USA
,,,,,,,,,,,,,,1999,0,Kirkland,USA
,,,,,,,,,,,,,,1910,0,Seattle,USA
,,,,,,,,,,,,,,1906,2014,Seattle,USA
,,,,,,,,,,,,,,1964,0,Auburn,USA
,,,,,,,,,,,,,,2006,0,Renton,USA
,,,,,,,,,,,,,,1917,2009,Seattle,USA
,,,,,,,,,,,,,,1907,1983,Seattle,USA
,,,,,,,,,,,,,,1963,0,Bellevue,USA
,,,,,,,,,,,,,,1908,0,Seattle,USA
,,,,,,,,,,,,,,2005,0,Redmond,USA
,,,,,,,,,,,,,,1910,2006,Seattle,USA
,,,,,,,,,,,,,,2006,0,Bothell,USA
,,,,,,,,,,,,,,1958,1972,Renton,USA
,,,,,,,,,,,,,,1994,0,Auburn,USA
,,,,,,,,,,,,,,1996,0,Auburn,USA
,,,,,,,,,,,,,,1987,2000,Sammamish,USA
,,,,,,,,,,,,,,1994,0,Issaquah,USA
,,,,,,,,,,,,,,1968,1997,Woodinville,USA
,,,,,,,,,,,,,,1957,2005,Bellevue,USA
,,,,,,,,,,,,,,1983,0,Pacific,USA
,,,,,,,,,,,,,,1965,,,
,,,,,,,,,,,,,,2003,,,
,,,,,,,,,,,,,,1966,,,
,,,,,,,,,,,,,,1999,,,
,,,,,,,,,,,,,,1991,,,
,,,,,,,,,,,,,,1995,,,
,,,,,,,,,,,,,,1967,,,
,,,,,,,,,,,,,,1937,,,
,,,,,,,,,,,,,,1927,,,
,,,,,,,,,,,,,,1995,,,
,,,,,,,,,,,,,,1959,,,
,,,,,,,,,,,,,,1900,,,
,,,,,,,,,,,,,,1947,,,
,,,,,,,,,,,,,,1951,,,
,,,,,,,,,,,,,,1960,,,
,,,,,,,,,,,,,,1932,,,
,,,,,,,,,,,,,,1926,,,
,,,,,,,,,,,,,,1994,,,
,,,,,,,,,,,,,,2007,,,
,,,,,,,,,,,,,,1947,,,
,,,,,,,,,,,,,,1906,,,
,,,,,,,,,,,,,,1977,,,
,,,,,,,,,,,,,,1978,,,
,,,,,,,,,,,,,,2000,,,
,,,,,,,,,,,,,,2006,,,
,,,,,,,,,,,,,,1967,,,
,,,,,,,,,,,,,,1949,,,
,,,,,,,,,,,,,,1969,,,
,,,,,,,,,,,,,,1920,,,
,,,,,,,,,,,,,,1964,,,
,,,,,,,,,,,,,,1989,,,
,,,,,,,,,,,,,,1918,,,
,,,,,,,,,,,,,,1925,,,
,,,,,,,,,,,,,,1979,,,
,,,,,,,,,,,,,,1921,,,
,,,,,,,,,,,,,,1951,,,
,,,,,,,,,,,,,,1929,,,
,,,,,,,,,,,,,,1992,,,
,,,,,,,,,,,,,,1954,,,
,,,,,,,,,,,,,,1996,,,
,,,,,,,,,,,,,,1949,,,
,,,,,,,,,,,,,,1945,,,
,,,,,,,,,,,,,,1978,,,
,,,,,,,,,,,,,,1959,,,
,,,,,,,,,,,,,,1954,,,
,,,,,,,,,,,,,,1979,,,
,,,,,,,,,,,,,,1924,,,
,,,,,,,,,,,,,,2000,,,
,,,,,,,,,,,,,,2003,,,
,,,,,,,,,,,,,,2003,,,
,,,,,,,,,,,,,,2004,,,
,,,,,,,,,,,,,,1943,,,
,,,,,,,,,,,,,,1968,,,
,,,,,,,,,,,,,,1990,,,
,,,,,,,,,,,,,,1998,,,
,,,,,,,,,,,,,,1986,,,
,,,,,,,,,,,,,,1984,,,
,,,,,,,,,,,,,,1961,,,
,,,,,,,,,,,,,,1940,,,
,,,,,,,,,,,,,,1917,,,
,,,,,,,,,,,,,,2006,,,
,,,,,,,,,,,,,,2005,,,
,,,,,,,,,,,,,,2012,,,
,,,,,,,,,,,,,,2005,,,
,,,,,,,,,,,,,,2008,,,
,,,,,,,,,,,,,,2007,,,
,,,,,,,,,,,,,,2005,,,
,,,,,,,,,,,,,,1916,,,
,,,,,,,,,,,,,,1968,,,
,,,,,,,,,,,,,,1978,,,
,,,,,,,,,,,,,,1965,,,
,,,,,,,,,,,,,,1957,,,
,,,,,,,,,,,,,,1996,,,
,,,,,,,,,,,,,,2003,,,
,,,,,,,,,,,,,,1952,,,
,,,,,,,,,,,,,,1965,,,
,,,,,,,,,,,,,,1958,,,
,,,,,,,,,,,,,,1990,,,
,,,,,,,,,,,,,,1985,,,
,,,,,,,,,,,,,,2006,,,
,,,,,,,,,,,,,,1964,,,
,,,,,,,,,,,,,,1958,,,
,,,,,,,,,,,,,,1925,,,
,,,,,,,,,,,,,,1940,,,
,,,,,,,,,,,,,,1954,,,
,,,,,,,,,,,,,,1951,,,
,,,,,,,,,,,,,,1935,,,
,,,,,,,,,,,,,,1992,,,
,,,,,,,,,,,,,,1927,,,
,,,,,,,,,,,,,,1911,,,
,,,,,,,,,,,,,,1900,,,
,,,,,,,,,,,,,,1978,,,
,,,,,,,,,,,,,,1915,,,
,,,,,,,,,,,,,,1988,,,
,,,,,,,,,,,,,,1916,,,
,,,,,,,,,,,,,,1942,,,
,,,,,,,,,,,,,,1967,,,
,,,,,,,,,,,,,,1987,,,
,,,,,,,,,,,,,,2000,,,
,,,,,,,,,,,,,,1956,,,
,,,,,,,,,,,,,,1928,,,
,,,,,,,,,,,,,,1977,,,
,,,,,,,,,,,,,,1949,,,
,,,,,,,,,,,,,,1962,,,
,,,,,,,,,,,,,,1981,,,
,,,,,,,,,,,,,,1944,,,
,,,,,,,,,,,,,,1963,,,
,,,,,,,,,,,,,,1921,,,
,,,,,,,,,,,,,,1940,,,
,,,,,,,,,,,,,,1943,,,
,,,,,,,,,,,,,,1999,,,
,,,,,,,,,,,,,,1971,,,
,,,,,,,,,,,,,,1989,,,
,,,,,,,,,,,,,,2003,,,
,,,,,,,,,,,,,,1952,,,
,,,,,,,,,,,,,,1999,,,
,,,,,,,,,,,,,,1955,,,
,,,,,,,,,,,,,,1944,,,
,,,,,,,,,,,,,,1989,,,
,,,,,,,,,,,,,,1909,,,
,,,,,,,,,,,,,,1929,,,
,,,,,,,,,,,,,,1959,,,
,,,,,,,,,,,,,,1988,,,
,,,,,,,,,,,,,,2000,,,
,,,,,,,,,,,,,,1991,,,
,,,,,,,,,,,,,,1924,,,
,,,,,,,,,,,,,,2001,,,
,,,,,,,,,,,,,,1909,,,
,,,,,,,,,,,,,,1951,,,
,,,,,,,,,,,,,,2008,,,
,,,,,,,,,,,,,,1918,,,
,,,,,,,,,,,,,,1960,,,
,,,,,,,,,,,,,,1986,,,
,,,,,,,,,,,,,,2008,,,
,,,,,,,,,,,,,,2011,,,
,,,,,,,,,,,,,,2006,,,
,,,,,,,,,,,,,,2008,,,
,,,,,,,,,,,,,,1901,,,
,,,,,,,,,,,,,,1983,,,
,,,,,,,,,,,,,,2002,,,
,,,,,,,,,,,,,,1980,,,
,,,,,,,,,,,,,,1992,,,
,,,,,,,,,,,,,,1900,,,
,,,,,,,,,,,,,,1977,,,
,,,,,,,,,,,,,,1959,,,
,,,,,,,,,,,,,,1977,,,
,,,,,,,,,,,,,,1990,,,
,,,,,,,,,,,,,,1994,,,
,,,,,,,,,,,,,,1955,,,
,,,,,,,,,,,,,,1989,,,
,,,,,,,,,,,,,,1978,,,
,,,,,,,,,,,,,,1947,,,
,,,,,,,,,,,,,,1946,,,
,,,,,,,,,,,,,,1947,,,
,,,,,,,,,,,,,,2004,,,
,,,,,,,,,,,,,,1947,,,
,,,,,,,,,,,,,,1927,,,
,,,,,,,,,,,,,,1989,,,
,,,,,,,,,,,,,,1987,,,
,,,,,,,,,,,,,,1983,,,
,,,,,,,,,,,,,,1928,,,
,,,,,,,,,,,,,,1957,,,
,,,,,,,,,,,,,,2007,,,
,,,,,,,,,,,,,,2000,,,
,,,,,,,,,,,,,,1953,,,
,,,,,,,,,,,,,,1970,,,
,,,,,,,,,,,,,,1977,,,
,,,,,,,,,,,,,,1974,,,
